distributor_code,distributor_name,account_profile_class,report_month,commission_owed,amount_paid,amount_unpaid,payment_rate,payment_status,payment_channel,payment_date,exception_flag,data_source
19904,First March Communications Intl Ltd,CONNECT STORES,202602,61534.77,55381.29,6153.48,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
353062,Peaceway Top Corporate Multidynamic Company Ltd,PENTAGON FRANCHISE,202602,61378.45999999999,55240.61,6137.85,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
74049,Ramson International Communication And Trade Ltd,ENTERPRISE BUSINESS,202602,61065.95999999999,54959.36,6106.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
333070,G.A. Dodoji Nig Ltd,PENTAGON FRANCHISE,202602,61065.919999999984,54959.33,6106.59,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19569,Maple Telecomms Ltd,CONNECT STORES,202602,60753.479999999996,54678.13,6075.35,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
179044,Digital Boss Ltd,ENTERPRISE BUSINESS,202602,60541.23999999998,54487.12,6054.12,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
393082,Global Phonelinz Systems Ltd,PENTAGON FRANCHISE,202602,60491.1,54441.99,6049.11,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19794,Assotel Connect Ltd,CONNECT STORES,202602,60385.04999999999,54346.54,6038.51,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19944,Eficaz Communications Ltd,CONNECT STORES,202602,60334.82999999999,36200.9,24133.93,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19529,Sa Adewole Communication,DATA PARTNERS,202602,60122.649999999994,54110.38,6012.27,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19792,Apple Tree Nig Ltd - Ikeja,DEALER,202602,60072.490000000005,54065.24,6007.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19504,Obejor And Obejor Resources Ltd,DATA PARTNERS,202602,59860.36999999999,53874.33,5986.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21260,Multimesh Technology Ltd,CONNECT STORES,202602,59547.789999999986,53593.01,5954.78,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
345059,Edumart Nigeria Ltd,PENTAGON FRANCHISE,202602,59391.51999999999,53452.37,5939.15,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
355064,Olumajek IT Continental Ltd,PENTAGON FRANCHISE,202602,58604.58,52744.12,5860.46,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
65036,Ozb Communications Ltd,CONNECT HUB,202602,58604.499999999985,52744.05,5860.45,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
337090,Speedlimit Ltd,PENTAGON FRANCHISE,202602,58448.20999999999,52603.39,5844.82,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19785,Alhamed-Ola Global Telecom Ltd,DATA PARTNERS,202602,58029.72,52226.75,5802.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19897,Fantel Technologies Ltd,CONNECT STORES,202602,57873.389999999985,52086.05,5787.34,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19741,Tshabron Ltd,CONNECT STORES,202602,56930.159999999996,51237.14,5693.02,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19622,Pko Technologies Ltd,DATA PARTNERS,202602,56930.05999999998,51237.05,5693.01,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
232043,Rushaab and Brothers Global Services ,FIXED BROADBAND,202602,56773.80999999998,51096.43,5677.38,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19837,Darlin Ronkus Fashions,DATA PARTNERS,202602,56093.01999999999,50483.72,5609.3,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
165043,Maryabik Global Services Ltd,CONNECT HUB,202602,55730.21999999999,50157.2,5573.02,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
65026,Nestobar Nigeria Ltd,DATA PARTNERS,202602,55518.03999999999,49966.24,5551.8,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349078,Ibrozat Multi Global Investment Ltd,PENTAGON FRANCHISE,202602,55361.729999999996,22144.69,33217.04,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
20048,Demmy Global Resources Ltd,CONNECT STORES,202602,55255.67999999999,49730.11,5525.57,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
147031,Gwills Nigeria Ltd,CONNECT HUB,202602,55255.65999999999,49730.09,5525.57,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19796,Assotel Connect Ltd,CONNECT STORES,202602,55049.23,49544.31,5504.92,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
186044,Mire-Eng World Ltd,FIXED BROADBAND,202602,54680.81999999999,49212.74,5468.08,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
174047,Salmana View Communication Ltd,ENTERPRISE BUSINESS,202602,54212.04999999999,48790.84,5421.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19779,Akfast Logistics Concept,DATA PARTNERS,202602,53843.71999999999,48459.35,5384.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19360,Miratel Ltd,DATA PARTNERS,202602,52744.05999999998,47469.65,5274.41,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
213043,Brymeder Concepts Ltd,ENTERPRISE BUSINESS,202602,52744.01999999998,47469.62,5274.4,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19682,Mabi Premium Services Ltd,CONNECT STORES,202602,52012.97,46811.67,5201.3,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
203044,Tee and T Winning Ways Ltd,CONNECT STORES,202602,51856.69999999998,46671.03,5185.67,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
271053,Raphkush International Ltd,ENTERPRISE BUSINESS,202602,51544.14,46389.73,5154.41,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
317059,Teekaycom Nigeria Ltd,FIXED BROADBAND,202602,51125.54999999999,46012.99,5112.56,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
257067,Nkemsom Concepts Ltd,ENTERPRISE BUSINESS,202602,51019.49999999999,45917.55,5101.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19895,Fantel Technologies Ltd,CONNECT STORES,202602,50913.48999999999,45822.14,5091.35,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19609,Optimum Voice Ltd,CONNECT STORES,202602,50182.31999999999,45164.09,5018.23,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19916,Grand Peculiar Ventures Ltd,DATA PARTNERS,202602,49919.899999999994,29951.94,19967.96,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
342067,Lammeda Telecom Global Ltd,PENTAGON FRANCHISE,202602,49763.67,19905.47,29858.2,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
385085,Toldex Concept Global Technology Ltd,PENTAGON FRANCHISE,202602,49763.629999999976,44787.27,4976.36,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
391085,Benayah Industres Ltd,ENTERPRISE BUSINESS,202602,49395.23999999999,44455.72,4939.52,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
107031,Behassan Communication Ltd,ENTERPRISE BUSINESS,202602,49395.21999999999,44455.7,4939.52,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19845,Day Makers Nigeria Ltd,CONNECT STORES,202602,49345.05999999998,44410.55,4934.51,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
65030,Lyte Global Projects Ltd,DATA PARTNERS,202602,49238.97,44315.07,4923.9,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19921,Grand Towers Communications Ltd,CONNECT STORES,202602,48613.909999999996,29168.35,19445.56,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19740,Tshabron Ltd,CONNECT STORES,202602,48558.07999999999,43702.27,4855.81,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
206069,Emy-V Global Services Nigeria Ltd,ENTERPRISE BUSINESS,202602,48557.999999999985,43702.2,4855.8,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19646,Betowan Nigeria Ltd,DEALER,202602,47670.65999999999,28602.4,19068.26,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19642,Pure Silver Communications Ltd,CONNECT STORES,202602,47252.009999999995,28351.21,18900.8,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
329066,Diksolyn Concept Ltd,PENTAGON FRANCHISE,202602,46883.57999999999,42195.22,4688.36,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19901,First March Communications Intl Ltd,CONNECT STORES,202602,46727.329999999994,42054.6,4672.73,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19408,Stratford Communications Ltd,DEALER,202602,46520.899999999994,41868.81,4652.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
160046,Ozb Communications Ltd,CONNECT HUB,202602,46308.84,41677.96,4630.88,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19425,Hanope-Blitz Nigeria Ltd,DATA PARTNERS,202602,46258.55999999998,41632.7,4625.86,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
441144,Obatek Solutions Ltd,PENTAGON FRANCHISE,202602,46102.31,41492.08,4610.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21256,Multimesh Technology Ltd,CONNECT STORES,202602,45627.88999999999,41065.1,4562.79,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19590,Mastas Technologies Nigeria Ltd,DATA PARTNERS,202602,45627.81,41065.03,4562.78,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19795,Assotel Connect Ltd,CONNECT STORES,202602,45627.78999999999,41065.01,4562.78,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
162044,Assotel Connect Ltd,CONNECT HUB,202602,45627.76999999999,41064.99,4562.78,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
255051,Telecomsxchange Ltd,PENTAGON FRANCHISE,202602,45209.2,40688.28,4520.92,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
71031,Hermmson Ltd,DATA PARTNERS,202602,44896.67999999998,40407.01,4489.67,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
84621,Futurepro Digital Ltd,FIXED BROADBAND,202602,44896.67999999998,40407.01,4489.67,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
206053,Olumajek IT Continental Ltd,ENTERPRISE BUSINESS,202602,44790.68999999999,40311.62,4479.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19406,Stepy-Chuks Network Ltd,DATA PARTNERS,202602,44215.72999999998,39794.16,4421.57,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19919,Grand Towers Communications Ltd,CONNECT STORES,202602,44165.53,39748.98,4416.55,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19834,Geetee Royal Services Ltd,CONNECT STORES,202602,43953.42999999999,39558.09,4395.34,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19332,Callus Miller Communications Ltd,DATA PARTNERS,202602,43534.759999999995,39181.28,4353.48,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357062,Zonak Crispen Projects Ltd,ENTERPRISE BUSINESS,202602,43484.57999999999,39136.12,4348.46,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19675,Laben Habec Nigeria Ltd,DATA PARTNERS,202602,42697.56,38427.8,4269.76,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
265053,Behassan Communication Ltd,FIXED BROADBAND,202602,42697.539999999986,38427.79,4269.75,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19913,Golad Telecoms Ltd,DEALER,202602,42541.38999999999,38287.25,4254.14,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19488,Nelix Engineering Ltd,DATA PARTNERS,202602,42122.779999999984,37910.5,4212.28,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19495,Nortel Communication Ltd,CONNECT STORES,202602,41860.380000000005,37674.34,4186.04,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19732,Crescita Global Resources Ltd,DATA PARTNERS,202602,41704.11,37533.7,4170.41,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19434,Inno Chosen Enterprises Services Ltd,DATA PARTNERS,202602,41547.87999999999,37393.09,4154.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379092,Stephprisca Solutions Ltd,PENTAGON FRANCHISE,202602,41547.81999999999,37393.04,4154.78,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19330,Buchez Energy Ltd,DATA PARTNERS,202602,41441.77,37297.59,4144.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
310067,Zallok Communications Ltd,PENTAGON FRANCHISE,202602,41441.75,37297.58,4144.17,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19368,Moonwalker Connect Ltd,CONNECT STORES,202602,41441.729999999996,24865.04,16576.69,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
342077,Lamer Comm Continental Ltd,PENTAGON FRANCHISE,202602,41285.5,37156.95,4128.55,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
197043,Systreame Nigeria Ltd,FIXED BROADBAND,202602,40972.979999999996,36875.68,4097.3,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19619,Phone Index Ltd,CONNECT STORES,202602,40972.95999999999,24583.78,16389.18,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19579,Maryabik Global Services Ltd,CONNECT STORES,202602,39717.20999999999,35745.49,3971.72,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19435,Ausmatech Integrated Services Ltd,DATA PARTNERS,202602,39611.09999999999,35649.99,3961.11,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
20046,Demmy Global Resources Ltd,DEALER,202602,39454.84999999999,35509.36,3945.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
253047,Muneso Business Hub Ltd,ENTERPRISE BUSINESS,202602,39454.80999999998,35509.33,3945.48,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
26035,Gisky International Ltd,DATA PARTNERS,202602,39192.53,35273.28,3919.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
26037,El-Shaddai Image Creation Concepts Ltd,DATA PARTNERS,202602,39192.53,35273.28,3919.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295081,Mainpeach Optima Services Ltd,PENTAGON FRANCHISE,202602,38930.130000000005,35037.12,3893.01,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19718,Correspondence Nig Ltd,DEALER,202602,38511.57999999999,34660.42,3851.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19461,Wolid International Services Ltd,CONNECT STORES,202602,38511.53999999999,34660.39,3851.15,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
65027,Powell Technology Ltd,DATA PARTNERS,202602,38511.539999999986,34660.39,3851.15,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19813,Bel Communications And Integrated Services Ltd,DATA PARTNERS,202602,38511.51999999999,34660.37,3851.15,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19347,Mamko Mobile Connect Services Ltd,CONNECT STORES,202602,38199.02,22919.41,15279.61,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
365080,BFL Communication and Services Ltd,PENTAGON FRANCHISE,202602,37780.42999999999,34002.39,3778.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
393086,Yello Synergy Ltd,PENTAGON FRANCHISE,202602,37780.42999999999,34002.39,3778.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19893,Fambuchez Nigeria Ltd,DATA PARTNERS,202602,37780.409999999996,34002.37,3778.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
332062,Nwonyo Global Service Ltd,PENTAGON FRANCHISE,202602,36837.09999999999,33153.39,3683.71,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400090,KC Telecomms and Tech Solutions Ltd,PENTAGON FRANCHISE,202602,36680.85,33012.76,3668.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
74055,Grand Towers Communications Ltd,CONNECT STORES,202602,36630.67,32967.6,3663.07,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19436,Iq Technologies Ltd,CONNECT STORES,202602,36418.49,21851.09,14567.4,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19484,N. U. Nefnet Ict. Global Ltd,DATA PARTNERS,202602,36262.31999999999,32636.09,3626.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
65032,Wolid International Services Ltd,CONNECT HUB,202602,36212.08,32590.87,3621.21,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
21240,Setrol Global Concept,DATA PARTNERS,202602,36106.04999999999,32495.44,3610.61,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19912,Godsaves Device Tech Ltd,DATA PARTNERS,202602,36105.98999999999,32495.39,3610.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19815,Emy-V Global Services Nigeria Ltd,DEALER,202602,35999.92,32399.93,3599.99,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
393087,Intertech Systems Ltd,PENTAGON FRANCHISE,202602,35687.4,32118.66,3568.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
310068,Aremson Asbiyallahu Global Resources Ltd,PENTAGON FRANCHISE,202602,35531.12999999999,31978.02,3553.11,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19640,Promotower Communications Nigeria Ltd,DATA PARTNERS,202602,35162.73999999999,31646.47,3516.27,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19994,Imbil Telecom Solutions Nig Ltd,ENTERPRISE BUSINESS,202602,35162.7,31646.43,3516.27,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19503,Novelife Services Ltd,DATA PARTNERS,202602,34325.49999999999,30892.95,3432.55,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
180043,Wolid International Services Ltd,CONNECT HUB,202602,33750.619999999995,30375.56,3375.06,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19782,Alennsar Infinity Company Nig Ltd,DEALER,202602,33175.76,29858.18,3317.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19695,Chicadef Global Ltd,DEALER,202602,33069.729999999996,29762.76,3306.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
325070,WADHINO GLOBAL BUSINESS LTD,PENTAGON FRANCHISE,202602,33069.69,29762.72,3306.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19508,Isitech Global Solutions Ltd,DATA PARTNERS,202602,33069.69,29762.72,3306.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
361063,Chufax Global Resources Ltd,PENTAGON FRANCHISE,202602,33019.509999999995,29717.56,3301.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379094,Bizzy Concept Ltd,ENTERPRISE BUSINESS,202602,32863.24,19717.94,13145.3,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-03-30,HIGH_UNQUALIFIED_RATE,SIMULATED
365127,Equinox Intergrated Concept Ltd,PENTAGON FRANCHISE,202602,32863.24,29576.92,3286.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
319059,Lazones Communication Ltd,PENTAGON FRANCHISE,202602,32863.24,29576.92,3286.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295084,Aua-Technologies Ltd,PENTAGON FRANCHISE,202602,32651.120000000003,29386.01,3265.11,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349076,Ijpersley Integrated Services Ltd,PENTAGON FRANCHISE,202602,32651.08,29385.97,3265.11,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
334059,Lifthum Global Company Ltd,PENTAGON FRANCHISE,202602,32494.809999999998,29245.33,3249.48,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311059,Ajibaba Communications and Logistics Ltd,PENTAGON FRANCHISE,202602,32232.549999999996,29009.29,3223.26,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19753,Digilearn Centre Ltd,DATA PARTNERS,202602,32232.53000000001,29009.28,3223.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296075,Estuary Business Solutions Ltd,PENTAGON FRANCHISE,202602,32232.489999999998,29009.24,3223.25,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
113032,Galaphone Nigeria Ltd,CONNECT HUB,202602,32076.24,28868.62,3207.62,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19450,Warrams Services Ltd,CONNECT STORES,202602,31919.950000000004,28727.96,3191.99,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19337,Cema Communication Ltd,CONNECT STORES,202602,31813.920000000002,28632.53,3181.39,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19544,Todays Services Ltd,DATA PARTNERS,202602,31657.63,12663.05,18994.58,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
26036,Segfat 33 Great Nigeria Ltd,DATA PARTNERS,202602,31239.04,28115.14,3123.9,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19353,Maxwell Niyi Nigeria Ltd,DATA PARTNERS,202602,31239.019999999997,28115.12,3123.9,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19639,Primeview Signals Ltd,DATA PARTNERS,202602,30820.390000000003,27738.35,3082.04,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21247,Dtp - Joangel Ltd,DATA PARTNERS,202602,30558.070000000007,27502.26,3055.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19386,Seaman Ventures Nigeria Ltd,DEALER,202602,30558.070000000003,27502.26,3055.81,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353069,Bstan Noble Ventures Nigeria Ltd,PENTAGON FRANCHISE,202602,30558.050000000003,27502.25,3055.8,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19399,Starbiz Lynk Ventures Ltd,CONNECT STORES,202602,30245.569999999996,27221.01,3024.56,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19803,Awake Interlink Nigeria Ltd,DEALER,202602,30245.55,27220.99,3024.56,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19631,Premium First Yisab Nigeria Ltd,CONNECT STORES,202602,30245.53000000001,27220.98,3024.55,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
373071,Bukmatt Communications Ltd,PENTAGON FRANCHISE,202602,30245.53,27220.98,3024.55,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19941,Easy Gsm Global Communications,DEALER,202602,30139.46,27125.51,3013.95,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
287073,Solowise Communications Ltd,PENTAGON FRANCHISE,202602,29983.210000000003,26984.89,2998.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19385,Seaman Ventures Nigeria Ltd,DEALER,202602,29720.87000000001,26748.78,2972.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
113047,Himaj Logistics Ltd,CONNECT HUB,202602,29670.67,26703.6,2967.07,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19389,Something Else Multilinks And Accessories Ltd,DATA PARTNERS,202602,29564.620000000003,26608.16,2956.46,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19502,Novel Telecoms Ltd,DATA PARTNERS,202602,29564.600000000006,26608.14,2956.46,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
325062,Hanoon Investment Nig Ltd,PENTAGON FRANCHISE,202602,29564.579999999998,26608.12,2956.46,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19950,Glaceo Investment Ltd,DATA PARTNERS,202602,29302.260000000002,26372.03,2930.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19775,Ago Win International Ltd,DATA PARTNERS,202602,28989.719999999998,26090.75,2898.97,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
351060,Latcom Global Resources Ltd,ENTERPRISE BUSINESS,202602,28883.650000000005,25995.29,2888.36,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
430145,Three Face Ltd,PENTAGON FRANCHISE,202602,28883.63000000001,25995.27,2888.36,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294094,Abukhairat Communication Ltd,PENTAGON FRANCHISE,202602,28883.629999999997,25995.27,2888.36,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19780,Alachee Global Ltd,DATA PARTNERS,202602,28046.43,25241.79,2804.64,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21280,Cherish Global Concept Ltd,DEALER,202602,27890.179999999997,25101.16,2789.02,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
21257,Multimesh Technology Ltd,CONNECT STORES,202602,27627.899999999998,24865.11,2762.79,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19530,Sainana Resources Nig Ltd,DATA PARTNERS,202602,27627.840000000004,24865.06,2762.78,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344068,Rushaab and Brothers Global Services ,PENTAGON FRANCHISE,202602,27627.820000000007,24865.04,2762.78,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
328064,Anis Communication Unique Interbiz Ltd,PENTAGON FRANCHISE,202602,27627.820000000003,24865.04,2762.78,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19496,Nortel Communication Ltd,CONNECT STORES,202602,27471.569999999996,24724.41,2747.16,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
311073,Skabbo on Fleek Ltd,PENTAGON FRANCHISE,202602,27315.32,24583.79,2731.53,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19713,Cockpit Global Resources,DATA PARTNERS,202602,27052.960000000003,24347.66,2705.3,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19567,Mannequinn Communications Ltd,DATA PARTNERS,202602,26790.72,24111.65,2679.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
290072,Pasdavis Integrated Ventures Ltd,PENTAGON FRANCHISE,202602,26790.640000000007,24111.58,2679.06,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19674,La Place And Co,DATA PARTNERS,202602,26790.640000000007,24111.58,2679.06,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296060,Jocose Ltd,PENTAGON FRANCHISE,202602,26790.620000000003,24111.56,2679.06,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
